id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,item_group_id,gender,color,size,age_group,material,pattern,shipping,shipping_weight,offer_disclaimer,offer_disclaimer_url,video[0].url,video[0].tag[0],gtin,product_tags[0],product_tags[1],style[0],additional_image_link
05198,Guarda-Chuva Manual,"Guarda-chuva manual de tecido em nylon. Possui 7 varetas e estrutura em aço, pegador, botão de abertura e alça de nylon. Acompanha capa protetora. | Medidas de gravação (CxL): 28 cm x 14 cm | Peso aproximado: 199g | Cores disponíveis: AZUL, AZUL ESCURO, BRANCO, LARANJA, PRETO, VERDE, VINHO",in stock,new,24.95 BRL,https://giftwebbrindes.com.br/produto/guarda-chuva-manual-05198-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/05198/05198_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,guarda-chuvas,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/05198/05198_2.jpg
09249,Guarda-Chuva Automático,"Guarda-chuva em poliéster de impacto impermeável com abertura automática por botão em plástico. | Medidas de gravação (CxL): 32 cm x 16 cm (cada gomo) | Peso aproximado: 381g | Cores disponíveis: AMARELO, AZUL, BRANCO, MARROM, PRETO, ROSA, VERDE, VERMELHO",in stock,new,34.02 BRL,https://giftwebbrindes.com.br/produto/guarda-chuva-automatico-09249-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/09249/09249_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,guarda-chuvas,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/09249/09249_2.jpg
05045,Guarda-chuva Manual com Proteção UV,"Guarda-chuva manual de nylon com proteção UV, tecido interno em vinil. | Medidas de gravação (CxL): 18 cm x 25 cm | Peso aproximado: 328g | Cores disponíveis: AZUL CLARO, AZUL ESCURO, LARANJA, PRETO, VERDE",in stock,new,42.63 BRL,https://giftwebbrindes.com.br/produto/guarda-chuva-manual-com-protecao-uv-05045-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/05045/05045_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,guarda-chuvas,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/05045/05045_2.jpg
05046,Guarda-chuva Automático,"Guarda-chuva de poliéster de impacto impermeável com abertura automática, estrutura em aço e 8 varetas em fibra de vidro. | Medidas de gravação (CxL): 15 cm x 30 cm | Peso aproximado: 354g | Cores disponíveis: AZUL, PRETO, ROXO, VERDE, VERMELHO",in stock,new,43.05 BRL,https://giftwebbrindes.com.br/produto/guarda-chuva-05046-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/05046/05046_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,guarda-chuvas,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/05046/05046_2.jpg
05071,Caderno A5 Plástico,"Caderno A5 plástico com wire-o metálico. Capa em PP, contém aproximadamente 80 folhas brancas com pauta. | Medidas de gravação (CxL): 20,5 cm x 13 cm | Peso aproximado: 207g | Cores disponíveis: AZUL, BEGE, LARANJA, MARROM, PRETO, VERDE CLARO, VERDE ESCURO, VERMELHO, VINHO",in stock,new,15.64 BRL,https://giftwebbrindes.com.br/produto/caderno-a5-plastico-05071-vm,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/05071/05071_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,caderneta-caneta,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/05071/05071_2.jpg
06052,Power Bank 10.000mAh com Carregamento via Indução ou via Cabo,"Carregador portátil com capacidade para até 10.000mAh. | Medidas de gravação (CxL): 3,5 cm x 5 cm | Peso aproximado: 227g | Cores disponíveis: BRANCO, BRANCO COM CINZA, PRETO",in stock,new,93.59 BRL,https://giftwebbrindes.com.br/produto/power-bank-10-000mah-com-carregamento-via-inducao-ou-via-cabo-06052-bco,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/06052/06052_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,som-power-bank,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/06052/06052_2.jpg
07447,Kit Churrasco 2 Peças,"Kit churrasco 2 peças com estojo, contém faca e garfo. Estojo com alça para transporte e área interna com elástico de fixação para os utensílios. | Cores disponíveis: MADEIRA",in stock,new,34.44 BRL,https://giftwebbrindes.com.br/produto/kit-churrasco-no-estojo-c-2-pcs-07447-mad,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/07447/07447_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,kit-churrasco-vinho,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/07447/07447_2.jpg
08002,Caixa de Som Bluetooth TWS,"Caixa de som sem fio em inox com base emborrachada. | Medidas de gravação (CxL): 2 cm x 4 cm | Peso aproximado: 75g | Cores disponíveis: DOURADO, PINK, PRATA, PRETO, ROSA, VERMELHO",in stock,new,35.49 BRL,https://giftwebbrindes.com.br/produto/caixa-de-som-bluetooth-tws-08002-vm,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/08002/08002_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,som-power-bank,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/08002/08002_2.jpg
08196,Garrafa Térmica Inox 750ml,"Garrafa térmica feita em inox com pintura eletrostática e capacidade de até 750ml. | Medidas de gravação (CxL): 14 cm x 7 cm | Peso aproximado: 369g | Cores disponíveis: AZUL, BRANCO, INOX, LARANJA, PRETO, ROSA, VERDE",in stock,new,56.27 BRL,https://giftwebbrindes.com.br/produto/garrafa-termica-inox-750ml-08196-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/08196/08196_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-agua,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/08196/08196_2.jpg
08331,Garrafa Térmica Com Tampa Inox 500ml,"Garrafa térmica em inox com capacidade de até 500ml. | Medidas de gravação (CxL): 15 cm x 5 cm | Peso aproximado: 272g | Cores disponíveis: AZUL, AZUL ESCURO, BRANCO, DOURADO, INOX, LARANJA, PRETO, VERDE, VERMELHO",in stock,new,52.29 BRL,https://giftwebbrindes.com.br/produto/garrafa-termica-com-tampa-inox-500ml-08331-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/08331/08331_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-agua,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/08331/08331_2.jpg
09072,Squeeze Plástico 500ml,"Squeeze 500ml de plástico resistente, possui detalhe em relevo na parte superior e tampa de bico(plástico) rosqueável. | Medidas de gravação (CxL): 10 cm x 7 cm | Peso aproximado: 44g | Cores disponíveis: AMARELO, AZUL, BRANCO, LARANJA, PRATA, PRETO, ROSA, ROXO, VERDE, VERMELHO",in stock,new,7.46 BRL,https://giftwebbrindes.com.br/produto/squeeze-plastico-500ml-bic-plastic-09072-bco-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/09072/09072_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-agua,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/09072/09072_2.jpg
09080,Kit Vinho 5 Peças,"Kit vinho com cinco peças, incluindo: saca-rolhas em plástico e aço carbono com acionamento por botões alimentado por quatro pilhas AA (não... | Medidas de gravação (CxL): 14 cm x 4 cm (saca-rolhas) - 2 cm x 8 cm (base) | Peso aproximado: 376g | Cores disponíveis: PRETO",in stock,new,65.09 BRL,https://giftwebbrindes.com.br/produto/kit-vinho-5-pecas-09080-pre,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/09080/09080_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,kit-churrasco-vinho,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/09080/09080_2.jpg
11329,Mochila de Nylon USB 17L,"Mochila em nylon com capacidade máxima de até 17 litros. | Medidas de gravação (CxL): 23 cm x 18 cm | Peso aproximado: 472g | Cores disponíveis: AZUL, CINZA, PRETO, VERMELHO",in stock,new,64.39 BRL,https://giftwebbrindes.com.br/produto/mochila-de-nylon-usb-17l-11329-vm,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/11329/11329_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,mochilas-bolsa-necessaire,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/11329/11329_2.jpg
11871,Kit Vinho Garrafa 3 peças,"Kit vinho formato garrafa com 3 peças: wine collar, bico condutor com tampa e saca-rolhas metálico com lâmina de corte e abridor de garrafa. | Medidas de gravação (CxL): 7 cm x 11 cm | Peso aproximado: 224g | Cores disponíveis: PRETO",in stock,new,43.89 BRL,https://giftwebbrindes.com.br/produto/kit-vinho-plastico-resistente-3-pecas-formato-garrafa-11871-pre,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/11871/11871_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,kit-churrasco-vinho,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/11871/11871_2.jpg
12487F,Squeeze Alumínio 650ml,"Squeeze em alumínio com capacidade máxima de 650ml. | Medidas de gravação (CxL): 15 cm x 7 cm | Peso aproximado: 112g | Cores disponíveis: AZUL, INOX, PRETO, ROSA, VERDE, VERMELHO",in stock,new,27.47 BRL,https://giftwebbrindes.com.br/categoria/garrafas-inox-aluminio,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/12487F/12487F_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-agua,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/12487F/12487F_2.jpg
13708,Caderno Emborrachado,"Caderno emborrachado de frente e verso lisa com espiral preto. | Medidas de gravação (CxL): 22,5 cm x 15,2 cm | Peso aproximado: 402g | Cores disponíveis: AZUL, CINZA, LARANJA, PRETO, ROSA, ROXO, VERDE, VERMELHO",in stock,new,32.55 BRL,https://giftwebbrindes.com.br/produto/caderno-capa-emborrachada-13708-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/13708/13708_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,caderneta-caneta,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/13708/13708_2.jpg
14737,Garrafa Plástica 700ml,"Garrafa plástica com capacidade de 700ml, possui uma tampa rosqueável. | Medidas de gravação (CxL): 10 cm X 5 cm | Peso aproximado: 87g | Cores disponíveis: BRANCO, PRETO",in stock,new,16.44 BRL,https://giftwebbrindes.com.br/produto/garrafa-plastica-700ml-14737-bco,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/14737/14737_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-agua,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/14737/14737_2.jpg
14794,Garrafa Térmica 400ml com Display LED,"Garrafa térmica de parede dupla em inox, capacidade de 400ml. Tampa com display touch screen de temperatura em led, acompanha infusor de bebidas. | Medidas de gravação (CxL): 16 cm x 3 cm | Peso aproximado: 252g | Cores disponíveis: AZUL, BRANCO, DOURADO, INOX, PRETO, ROSA, VERMELHO",in stock,new,36.96 BRL,https://giftwebbrindes.com.br/produto/garrafa-termica-400ml-c-termometro-14794-vm,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/14794/14794_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-agua,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/14794/14794_2.jpg
17011F,Garrafa Inox 750ml,"Garrafa 750ml em inox com tampa rosqueável e pintura fosca. Obs.: Não é um modelo térmico. | Medidas de gravação (CxL): 14 cm x 6 cm | Peso aproximado: 189g | Cores disponíveis: AZUL, BRANCO, INOX, LARANJA, PRATA, PRETO COM PRATA, PRETO COM PRETO, ROSA, VERDE, VERMELHO 1, VERMELHO 2",in stock,new,38.85 BRL,https://giftwebbrindes.com.br/categoria/garrafas-inox-aluminio,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/17011F/17011F_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-agua,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/17011F/17011F_2.jpg
18501,Nécessaire de Nylon,"Nécessaire multiuso em nylon resistente à água, fechamento em zíper e alça lateral de mão. | Medidas de gravação (CxL): 11 cm x 19 cm | Peso aproximado: 70g | Cores disponíveis: AZUL CLARO, AZUL ESCURO, CINZA, PRETO, VERDE, VERMELHO",in stock,new,21.42 BRL,https://giftwebbrindes.com.br/produto/necessaire-de-nylon-18501-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18501/18501_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,mochilas-bolsa-necessaire,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18501/18501_2.jpg
18516,Nécessaire Poliéster Impermeável,"Nécessaire impermeável de poliéster com detalhes em couro sintético e parte interna com revestimento emborrachado, possui um “botão” no detalhe do... | Medidas de gravação (CxL): 8 cm x 15 cm | Peso aproximado: 34g | Cores disponíveis: AZUL CLARO, AZUL ESCURO, LARANJA, PRETO, ROSA CLARO, ROSA ESCURO, ROXO, TURQUESA, VERMELHO, VERMELHO 1",in stock,new,11.17 BRL,https://giftwebbrindes.com.br/produto/necessaire-em-poliester-impermeavel-18516-vm-mar,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18516/18516_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,mochilas-bolsa-necessaire,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18516/18516_2.jpg
18601,Mochila Saco Poliéster,"Mochila saco em poliéster resistente à água com alças ajustáveis em nylon, bolso frontal com fechamento em zíper e entrada para fones de ouvido. | Medidas de gravação (CxL): 14 cm x 30 cm | Peso aproximado: 86g | Cores disponíveis: AZUL, AZUL ESCURO, CINZA, LARANJA, PRETO, ROSA, VERDE, VERMELHO",in stock,new,27.47 BRL,https://giftwebbrindes.com.br/produto/sacochila-poliester-18601-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18601/18601_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,mochilas-bolsa-necessaire,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18601/18601_2.jpg
18650,Nécessaire PU impermeável,"Nécessaire de poliuretano resistente à água. | Medidas de gravação (CxL): 8 cm x 15,5 cm | Peso aproximado: 64g | Cores disponíveis: AZUL CLARO, LILÁS, PRETO, ROSA CLARO, ROSA ESCURO, VERDE",in stock,new,23.94 BRL,https://giftwebbrindes.com.br/produto/necessaire-em-pu-18650-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18650/18650_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,mochilas-bolsa-necessaire,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18650/18650_2.jpg
18695,Garrafa Plástica 600ml,"Garrafa com estrutura leve em plástico e capacidade para até 600ml. Possui tampa rosqueável de alumínio com alça embutida em nylon para transporte. | Medidas de gravação (CxL): 13 cm x 6 cm | Peso aproximado: 88g | Cores disponíveis: AZUL CLARO, AZUL ESCURO, FUME, ROSA, TRANSPARENTE, VERDE, VERMELHO",in stock,new,22.02 BRL,https://giftwebbrindes.com.br/produto/garrafa-plastica-600ml-18695-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18695/18695_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-agua,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18695/18695_2.jpg
18891,Kit Churrasco 3 Peças,"O kit essencial para um churrasco perfeito! Composto por uma faca de 8 polegadas, garfo e pegador, este kit combina praticidade e qualidade em um só conjunto. | Medidas de gravação (CxL): Plaquinha 4 cm x 5 cm | Peso aproximado: 442g | Cores disponíveis: PRETO",in stock,new,52.74 BRL,https://giftwebbrindes.com.br/produto/kit-churrasco-3-pecas-18891-pre,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18891/18891_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,kit-churrasco-vinho,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18891/18891_2.jpg
18967,Bolsa Térmica 5L,"Bolsa térmica o confeccionada em poliéster impermeável e capacidade de até 5 litros. | Medidas de gravação (CxL): 4 cm x 4 cm | Peso aproximado: 87g | Cores disponíveis: AZUL ESCURO, CINZA, PRETO, ROSA CLARO, ROSA ESCURO, VERMELHO",in stock,new,22.02 BRL,https://giftwebbrindes.com.br/produto/bolsa-termica-5l-18967-vm,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18967/18967_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,mochilas-bolsa-necessaire,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18967/18967_2.jpg
19029,Kit Executivo 2 Peças,"Kit executivo composto por uma caderneta e uma caneta. | Medidas de gravação (CxL): 17 cm x 13 cm (caixa) - 13 cm x 8 cm (caderneta) - 0,8 cm x 10 cm (caneta) | Peso aproximado: 212g | Cores disponíveis: AZUL, BRANCO, PRETO, VERDE, VERMELHO",in stock,new,27.47 BRL,https://giftwebbrindes.com.br/produto/kit-executivo-2-pecas-19029-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/19029/19029_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,caderneta-caneta,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/19029/19029_2.jpg
19144,Kit Executivo 2 Peças,"Kit executivo composto por dois itens: uma caderneta e uma caneta. | Medidas de gravação (CxL): 21 cm x 8 cm (embalagem) - 8 cm x 12 cm (caderneta) - 1 cm x 5 cm (caneta) | Peso aproximado: 492g | Cores disponíveis: AZUL, PRETO, VERMELHO",in stock,new,41.79 BRL,https://giftwebbrindes.com.br/produto/kit-executivo-2-pecas-19144-vm,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/19144/19144_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,caderneta-caneta,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/19144/19144_2.jpg
